gene	gene_gencodeV33	gene_id	chromosome	pLI	LOEUF	case.ptv	control.ptv	case.misb	control.misb	case.misa	control.misa	case.mis	control.mis	case.syn	control.syn
IGF2BP2	IGF2BP2	ENSG00000073792	3	0.23861	0.428	1	1	0	0	7	5	2	4	8	9
GRHL1	GRHL1	ENSG00000134317	2	0.2395	0.428	1	0	0	0	7	13	5	12	6	12
ARFIP2	ARFIP2	ENSG00000132254	11	0.77422	0.429	1	1	0	0	7	3	2	4	6	2
DUSP10	DUSP10	ENSG00000143507	1	0.8335	0.429	0	0	0	0	3	6	10	15	13	13
GRIA4	GRIA4	ENSG00000152578	11	0.01831	0.429	1	2	11	9	4	1	5	15	8	31
MPP5	MPP5	ENSG00000072415	14	0.2351	0.429	0	2	0	0	0	5	0	8	7	13
NIN	NIN	ENSG00000100503	14	9.63E-09	0.429	5	7	0	0	0	0	48	90	16	28
POU3F3	POU3F3	ENSG00000198914	2	0.88278	0.429	0	0	0	0	0	0	2	1	2	4
BAIAP2	BAIAP2	ENSG00000175866	17	0.46155	0.429	1	0	0	0	1	2	3	0	4	13
HM13	HM13	ENSG00000101294	20	0.68958	0.429	1	1	0	0	1	1	3	8	3	6
TANC1	TANC1	ENSG00000115183	2	2.16E-05	0.429	0	2	1	0	4	8	37	69	34	16
RPL13A	RPL13A	ENSG00000142541	19	0.83336	0.429	0	0	0	0	2	1	4	10	1	4
SNCA	SNCA	ENSG00000145335	4	0.8829	0.429	0	0	0	0	1	0	1	4	1	4
KIF14	KIF14	ENSG00000118193	1	4.11E-05	0.429	0	3	0	0	0	0	25	62	17	18
TROVE2	RO60	ENSG00000116747	1	0.58278	0.429	1	2	0	0	0	0	10	17	0	3
C4BPA	C4BPA	ENSG00000123838	1	0.45739	0.43	0	0	0	0	1	1	11	19	5	9
CCDC6	CCDC6	ENSG00000108091	10	0.57714	0.43	0	1	0	1	0	2	3	6	2	9
CTTN	CTTN	ENSG00000085733	11	0.089176	0.43	1	1	0	0	11	5	8	25	10	13
CLK3	CLK3	ENSG00000179335	15	0.23	0.43	0	1	7	4	4	4	4	4	10	5
CDH1	CDH1	ENSG00000039068	16	0.14631	0.43	0	0	0	0	3	5	15	30	15	6
ZFP82	ZFP82	ENSG00000181007	19	0.57889	0.43	1	2	0	0	2	6	2	12	0	6
UTRN	UTRN	ENSG00000152818	6	1.00E-19	0.43	3	5	0	0	0	0	62	129	28	46
MYO1B	MYO1B	ENSG00000128641	2	7.24E-05	0.43	3	4	0	0	13	7	10	14	11	11
PDE1B	PDE1B	ENSG00000123360	12	0.33646	0.43	0	0	1	2	4	4	7	13	9	8
NFKBIE	NFKBIE	ENSG00000146232	6	0.77098	0.43	0	0	1	3	4	4	0	3	1	1
UBE2N	UBE2N	ENSG00000177889	12	0.88156	0.431	0	0	1	0	0	1	0	0	1	5
MTDH	MTDH	ENSG00000147649	8	0.32924	0.431	1	0	0	0	4	1	2	9	1	7
ADAMTS16	ADAMTS16	ENSG00000145536	5	0.00044629	0.431	0	0	0	0	0	0	18	43	11	21
KLF3	KLF3	ENSG00000109787	4	0.8296	0.431	0	0	0	0	4	2	2	2	7	8
MYNN	MYNN	ENSG00000085274	3	0.57129	0.431	0	0	0	0	3	3	7	12	1	5
ABHD2	ABHD2	ENSG00000140526	15	0.68151	0.431	0	2	0	0	2	9	0	3	3	7
ARHGAP20	ARHGAP20	ENSG00000137727	11	0.029187	0.431	2	2	0	0	0	0	24	32	6	15
ZFP62	ZFP62	ENSG00000196670	5	0.57542	0.431	0	0	0	0	0	0	0	0	0	0
NOL10	NOL10	ENSG00000115761	2	0.050667	0.431	0	1	0	0	0	0	1	9	3	5
FAT1	FAT1	ENSG00000083857	4	1.20E-12	0.431	2	10	0	0	0	0	121	215	49	89
PPP1R12C	PPP1R12C	ENSG00000125503	19	0.086713	0.431	0	0	0	0	6	16	6	3	2	6
AP4E1	AP4E1	ENSG00000081014	15	0.0027529	0.431	1	0	0	0	0	0	31	35	5	12
ENPP2	ENPP2	ENSG00000136960	8	0.0027913	0.431	2	0	0	0	1	0	19	34	12	15
RPA1	RPA1	ENSG00000132383	17	0.08777	0.431	0	0	0	0	0	0	16	18	6	10
CCNI	CCNI	ENSG00000118816	4	0.82718	0.432	0	0	0	0	0	0	9	12	1	2
TAF10	TAF10	ENSG00000166337	11	0.88076	0.432	0	0	0	0	4	2	1	3	1	2
FGB	FGB	ENSG00000171564	4	0.56616	0.432	0	2	0	0	0	0	16	14	9	5
HMG20A	HMG20A	ENSG00000140382	15	0.67769	0.432	0	0	0	0	1	3	5	8	1	2
HNRNPAB	HNRNPAB	ENSG00000197451	5	0.76526	0.432	0	0	0	0	1	7	5	11	4	8
EMC7	EMC7	ENSG00000134153	15	0.86665	0.432	0	0	0	0	4	3	1	4	0	3
SERTAD2	SERTAD2	ENSG00000179833	2	0.8808	0.432	0	0	0	0	0	0	3	14	14	12
BACH1	BACH1	ENSG00000156273	21	0.57072	0.432	1	1	0	0	0	0	24	39	5	8
DCUN1D3	DCUN1D3	ENSG00000188215	16	0.8666	0.432	0	0	0	0	8	5	8	5	4	9
DET1	DET1	ENSG00000140543	15	0.67903	0.432	0	0	0	0	1	5	25	24	7	24
EIF2B3	EIF2B3	ENSG00000070785	1	0.56695	0.432	0	1	0	0	0	0	7	13	1	3
TP53BP2	TP53BP2	ENSG00000143514	1	0.0025482	0.433	0	0	0	2	4	4	18	35	8	21
CPD	CPD	ENSG00000108582	17	0.00074113	0.433	3	2	0	0	4	9	15	21	10	12
PITPNM1	PITPNM1	ENSG00000110697	11	0.0013838	0.433	0	0	0	1	4	12	5	13	4	10
CHTOP	CHTOP	ENSG00000160679	1	0.76399	0.433	0	0	0	0	1	1	5	19	2	13
SLC1A6	SLC1A6	ENSG00000105143	19	0.76237	0.433	0	0	0	4	2	7	5	8	10	9
GTPBP2	GTPBP2	ENSG00000172432	6	0.31663	0.433	0	0	2	6	4	4	0	4	6	8
ARAP3	ARAP3	ENSG00000120318	5	1.65E-05	0.433	3	1	0	0	18	31	25	34	16	27
TMEM87A	TMEM87A	ENSG00000103978	15	0.081488	0.433	0	0	0	0	4	4	6	14	1	7
TIAM2	TIAM2	ENSG00000146426	6	3.24E-05	0.433	1	3	0	0	0	2	27	75	13	25
CMAS	CMAS	ENSG00000111726	12	0.56141	0.433	0	0	1	1	1	3	1	3	2	1
WWC1	WWC1	ENSG00000113645	5	0.00039438	0.433	2	1	0	0	4	8	26	48	12	25
PML	PML	ENSG00000140464	15	0.21291	0.433	1	3	0	1	4	10	17	23	6	14
RPS9	RPS9	ENSG00000170889	19	0.87956	0.434	0	0	0	1	0	1	0	0	0	8
SIRPA	SIRPA	ENSG00000198053	20	0.67197	0.434	0	1	0	1	4	5	4	5	4	6
TMEM11	TMEM11	ENSG00000178307	17	0.87922	0.434	0	0	0	0	3	2	0	3	9	13
MAN1C1	MAN1C1	ENSG00000117643	1	0.20933	0.434	0	0	0	0	1	7	4	9	1	8
ACOT7	ACOT7	ENSG00000097021	1	0.75926	0.434	1	0	0	0	5	4	3	10	2	9
EXOC3L2	EXOC3L2	ENSG00000130201	19	0.76039	0.434	0	0	0	1	0	0	7	17	0	2
GUCY1A2	GUCY1A2	ENSG00000152402	11	0.31409	0.434	0	0	0	0	9	11	4	12	3	2
KIAA1671	KIAA1671	ENSG00000197077	22	0.8238	0.434	0	0	0	0	0	0	0	0	0	0
SPATS2L	SPATS2L	ENSG00000196141	2	0.55833	0.434	1	1	0	0	0	3	1	12	4	7
PAX2	PAX2	ENSG00000075891	10	0.66999	0.434	0	0	3	1	1	1	3	8	5	21
COBLL1	COBLL1	ENSG00000082438	2	0.046671	0.434	2	0	0	0	0	0	23	43	20	12
FAR2	FAR2	ENSG00000064763	12	0.55963	0.434	0	0	0	0	4	6	2	6	2	4
MACROD2	MACROD2	ENSG00000172264	20	0.43472	0.434	0	0	0	0	0	0	4	8	7	8
RP11-343C2.11	AC026464.4	ENSG00000260914	16	0.76034	0.434	0	0	0	0	0	0	0	0	0	0
PREP	PREP	ENSG00000085377	6	0.08025	0.434	1	0	0	0	2	10	6	15	13	19
ATG2B	ATG2B	ENSG00000066739	14	1.02E-08	0.435	0	1	0	0	0	0	51	74	11	29
BIRC2	BIRC2	ENSG00000110330	11	0.42708	0.435	0	0	0	0	0	0	19	23	9	5
AGRN	AGRN	ENSG00000188157	1	5.47E-07	0.435	0	2	0	0	0	1	15	40	12	27
NEDD9	NEDD9	ENSG00000111859	6	0.12634	0.435	0	0	0	0	1	0	21	42	9	13
THOC5	THOC5	ENSG00000100296	22	0.045294	0.435	0	2	0	0	7	6	6	12	9	19
ABCD3	ABCD3	ENSG00000117528	1	0.0078364	0.435	1	1	0	0	6	12	7	9	9	11
H2AFZ	H2AZ1	ENSG00000164032	4	0.87861	0.435	0	0	1	0	0	0	0	0	2	8
CRADD	CRADD	ENSG00000169372	12	0.87862	0.435	0	2	0	0	0	0	4	9	4	5
PLXNA2	PLXNA2	ENSG00000076356	1	1.08E-06	0.435	2	1	0	0	25	35	28	39	28	41
CASD1	CASD1	ENSG00000127995	7	0.044844	0.435	0	0	0	0	0	6	5	9	3	9
PC	PC	ENSG00000173599	11	0.013834	0.435	3	1	3	4	14	22	10	28	18	30
CADPS	CADPS	ENSG00000163618	3	1.47E-05	0.435	1	0	0	0	12	26	14	36	17	20
CHAF1B	CHAF1B	ENSG00000159259	21	0.42768	0.435	0	0	1	3	3	9	11	16	3	7
GPR137	GPR137	ENSG00000173264	11	0.66798	0.435	0	0	2	0	8	6	4	17	4	3
MAP1S	MAP1S	ENSG00000130479	19	0.4197	0.436	0	0	0	0	0	1	4	15	4	12
RNF146	RNF146	ENSG00000118518	6	0.81992	0.436	1	0	0	0	4	5	6	10	8	8
EFR3B	EFR3B	ENSG00000084710	2	0.024122	0.436	0	0	0	0	0	0	0	0	0	0
SORL1	SORL1	ENSG00000137642	11	7.66E-11	0.436	2	4	0	0	9	14	58	88	27	44
RRAGD	RRAGD	ENSG00000025039	6	0.81991	0.436	0	0	0	0	1	2	3	4	2	1
GAREM	GAREM1	ENSG00000141441	18	0.19888	0.436	0	2	0	0	2	4	16	18	10	11
KLHL22	KLHL22	ENSG00000099910	22	0.42419	0.436	0	0	0	0	7	9	5	5	3	13
SUV420H2	KMT5C	ENSG00000133247	19	0.54685	0.436	0	0	0	0	1	6	0	0	0	2
PHYHIPL	PHYHIPL	ENSG00000165443	10	0.82096	0.436	0	0	0	0	3	1	2	3	3	3
TPCN1	TPCN1	ENSG00000186815	12	0.003978	0.436	0	0	4	3	3	12	8	20	20	24
CADM1	CADM1	ENSG00000182985	11	0.66216	0.436	2	1	0	0	6	7	4	13	4	7
INTS12	INTS12	ENSG00000138785	4	0.7537	0.436	0	0	0	0	0	1	6	9	4	4
ZFYVE1	ZFYVE1	ENSG00000165861	14	0.19867	0.436	0	0	1	1	3	5	14	8	12	11
TBC1D22A	TBC1D22A	ENSG00000054611	22	0.41937	0.436	0	1	0	0	11	10	6	13	3	12
KCNIP4	KCNIP4	ENSG00000185774	4	0.82064	0.436	0	0	0	0	1	6	1	6	2	3
SKOR2	SKOR2	ENSG00000215474	18	0.75359	0.436	0	0	0	0	0	0	0	0	0	0
TBX15	TBX15	ENSG00000092607	1	0.65773	0.437	0	0	0	0	3	9	5	14	7	10
FOXL2	FOXL2	ENSG00000183770	3	0.87762	0.437	0	0	0	0	0	0	0	1	0	0
LIMD1	LIMD1	ENSG00000144791	3	0.41673	0.437	1	1	0	0	0	0	31	23	3	11
KLF5	KLF5	ENSG00000102554	13	0.8181	0.437	0	0	0	1	0	0	6	9	4	8
ANO4	ANO4	ENSG00000151572	12	0.00032204	0.437	0	1	0	0	15	25	3	9	17	18
MYBL2	MYBL2	ENSG00000101057	20	0.12226	0.437	0	0	0	3	3	8	11	28	6	4
KPNA2	KPNA2	ENSG00000182481	17	0.54133	0.437	0	0	0	0	0	0	10	17	0	1
APLP1	APLP1	ENSG00000105290	19	0.12235	0.437	0	0	0	0	3	12	6	14	7	11
QKI	QKI	ENSG00000112531	6	0.75121	0.437	0	0	1	3	2	2	4	8	3	5
AXL	AXL	ENSG00000167601	19	0.012951	0.437	0	1	0	0	4	8	23	33	9	14
CNTN2	CNTN2	ENSG00000184144	1	0.0021095	0.437	1	1	0	0	10	19	4	16	15	10
GPBP1	GPBP1	ENSG00000062194	5	0.41644	0.437	0	0	0	0	4	6	3	5	4	4
GLP1R	GLP1R	ENSG00000112164	6	0.29347	0.437	0	1	0	0	3	11	5	7	11	7
NFIL3	NFIL3	ENSG00000165030	9	0.81979	0.437	1	0	0	0	1	5	9	12	4	3
MMS22L	MMS22L	ENSG00000146263	6	8.30E-05	0.438	1	2	0	0	0	0	20	49	11	18
RBM42	RBM42	ENSG00000126254	19	0.74791	0.438	1	1	1	0	5	3	6	11	2	8
RUNX1	RUNX1	ENSG00000159216	21	0.65377	0.438	0	1	0	0	1	10	2	9	2	6
SLC41A1	SLC41A1	ENSG00000133065	1	0.65493	0.438	0	0	0	0	6	8	9	13	10	9
EMC4	EMC4	ENSG00000128463	15	0.86097	0.438	0	0	0	0	1	0	0	1	3	3
RNF139	RNF139	ENSG00000170881	8	0.53807	0.438	0	0	0	0	2	1	10	11	3	11
TMED10	TMED10	ENSG00000170348	14	0.86011	0.438	0	0	1	0	3	1	1	2	0	4
PDXK	PDXK	ENSG00000160209	21	0.74906	0.438	0	0	0	0	0	1	0	9	1	1
TNFSF13	TNFSF13	ENSG00000161955	17	0.81724	0.438	0	0	0	0	0	0	0	0	0	0
CTD-2545M3.6	AC020909.1	ENSG00000142539	19	0.65359	0.438	0	0	0	0	0	0	0	0	0	0
KSR1	KSR1	ENSG00000141068	17	0.069796	0.438	0	0	0	0	0	4	2	15	9	11
GLCE	GLCE	ENSG00000138604	15	0.65444	0.438	0	1	0	0	0	3	5	16	7	9
DRD2	DRD2	ENSG00000149295	11	0.74709	0.439	0	0	0	2	5	6	4	6	8	18
ADAP1	ADAP1	ENSG00000105963	7	0.5333	0.439	0	0	0	0	0	2	0	1	1	8
ARPP21	ARPP21	ENSG00000172995	3	0.012016	0.439	0	1	0	0	0	0	17	30	5	20
RRP9	RRP9	ENSG00000114767	3	0.28533	0.439	1	0	0	0	10	12	9	11	6	6
SALL3	SALL3	ENSG00000256463	18	0.40326	0.439	0	0	0	0	13	15	6	7	6	6
PSENEN	PSENEN	ENSG00000205155	19	0.87614	0.439	0	1	0	0	2	1	1	0	0	3
MTCH1	MTCH1	ENSG00000137409	6	0.65106	0.439	0	0	0	0	2	6	0	1	1	6
KATNAL1	KATNAL1	ENSG00000102781	13	0.53169	0.439	2	0	0	0	6	10	6	3	2	3
SEC31A	SEC31A	ENSG00000138674	4	7.88E-05	0.439	3	1	0	0	0	0	20	34	13	15
PHYHIP	PHYHIP	ENSG00000168490	8	0.85981	0.439	0	0	2	4	2	5	0	0	5	4
DNER	DNER	ENSG00000187957	2	0.1859	0.439	1	1	0	0	0	0	25	32	5	12
GAB1	GAB1	ENSG00000109458	4	0.18433	0.439	0	1	0	0	6	13	10	11	4	5
PRKCI	PRKCI	ENSG00000163558	3	0.067986	0.439	2	1	0	3	6	9	0	3	7	4
SOX11	SOX11	ENSG00000176887	2	0.85844	0.44	0	0	0	0	2	0	0	0	2	4
PNN	PNN	ENSG00000100941	14	0.11262	0.44	0	2	0	0	3	2	13	26	5	10
VPS33A	VPS33A	ENSG00000139719	12	0.18206	0.44	1	3	0	0	3	7	3	6	5	13
SASH1	SASH1	ENSG00000111961	6	0.001802	0.44	0	3	0	0	0	0	23	61	12	22
APBB2	APBB2	ENSG00000163697	4	0.065197	0.44	0	0	0	0	5	11	3	13	2	15
EZR	EZR	ENSG00000092820	6	0.17989	0.44	0	1	0	0	6	6	11	20	14	14
VEZT	VEZT	ENSG00000028203	12	0.11018	0.441	0	2	0	0	0	0	9	10	3	4
CSF2RB	CSF2RB	ENSG00000100368	22	0.17646	0.441	1	1	0	0	0	0	30	44	9	23
RHOQ	RHOQ	ENSG00000119729	2	0.85702	0.441	0	0	0	0	1	2	0	3	1	5
SRP14	SRP14	ENSG00000140319	15	0.87497	0.441	0	0	0	0	3	3	2	1	1	1
RIPK2	RIPK2	ENSG00000104312	8	0.39282	0.441	0	0	1	1	0	0	1	9	1	5
SEMA7A	SEMA7A	ENSG00000138623	15	0.17976	0.441	0	1	0	0	5	5	5	14	8	17
EIF2B5	EIF2B5	ENSG00000145191	3	0.064171	0.441	2	2	0	0	2	1	28	24	5	10
FAS	FAS	ENSG00000026103	10	0.8117	0.441	0	0	0	0	1	0	9	9	4	3
KRT5	KRT5	ENSG00000186081	12	0.64172	0.441	0	0	0	0	1	0	15	32	6	14
EPT1	SELENOI	ENSG00000138018	2	0.64206	0.441	0	0	0	0	3	0	2	7	3	5
AKAP10	AKAP10	ENSG00000108599	17	0.10782	0.441	1	0	0	0	0	1	16	20	3	11
PRPF6	PRPF6	ENSG00000101161	20	0.0032101	0.441	2	4	3	15	11	16	3	4	14	23
DOCK5	DOCK5	ENSG00000147459	8	2.90E-09	0.441	3	6	0	0	0	0	45	82	18	32
NELFCD	NELFCD	ENSG00000101158	20	0.17607	0.441	1	2	0	3	6	16	3	5	6	16
TIA1	TIA1	ENSG00000116001	2	0.27493	0.441	0	0	0	0	2	2	4	7	1	6
ARHGAP17	ARHGAP17	ENSG00000140750	16	0.019749	0.442	0	0	0	0	2	5	7	19	5	18
ADCY6	ADCY6	ENSG00000174233	12	0.0058268	0.442	0	0	4	7	23	24	19	15	16	30
ENY2	ENY2	ENSG00000120533	8	0.87471	0.442	0	0	0	0	0	0	0	0	0	5
MYO1E	MYO1E	ENSG00000157483	15	6.77E-05	0.442	2	1	0	0	0	0	44	69	9	21
KCNH5	KCNH5	ENSG00000140015	14	0.019692	0.442	1	2	0	0	13	11	11	11	6	20
KCTD1	KCTD1	ENSG00000134504	18	0.85538	0.442	0	0	1	0	1	1	4	8	4	6
TUBB4B	TUBB4B	ENSG00000188229	9	0.80877	0.442	0	0	0	0	0	0	3	8	15	22
SULF2	SULF2	ENSG00000196562	20	0.010585	0.442	1	0	0	0	17	20	13	14	13	17
PEAK1	PEAK1	ENSG00000173517	15	0.00086831	0.442	2	0	0	0	0	0	50	69	18	33
FRMD3	FRMD3	ENSG00000172159	9	0.27023	0.442	2	0	0	0	0	0	10	24	1	1
ARHGEF10L	ARHGEF10L	ENSG00000074964	1	0.00047308	0.442	2	5	0	0	12	16	10	29	19	24
CEP68	CEP68	ENSG00000011523	2	0.51822	0.442	1	4	0	0	0	0	18	27	7	13
SLCO3A1	SLCO3A1	ENSG00000176463	15	0.38961	0.442	0	1	2	3	2	2	2	7	7	14
KRT18	KRT18	ENSG00000111057	12	0.73477	0.443	0	0	0	0	1	3	5	10	2	3
GCK	GCK	ENSG00000106633	7	0.63464	0.443	0	1	3	4	5	2	0	0	3	9
NSMF	NSMF	ENSG00000165802	9	0.26482	0.443	0	1	0	0	1	10	0	3	1	7
PLG	PLG	ENSG00000122194	6	0.010345	0.443	0	1	0	0	0	0	25	33	7	5
CD163	CD163	ENSG00000177575	12	0.0008338	0.443	1	0	0	0	4	10	7	10	6	20
OTX1	OTX1	ENSG00000115507	2	0.85508	0.443	1	0	0	0	0	0	8	15	0	2
PPP3CC	PPP3CC	ENSG00000120910	8	0.26374	0.443	0	3	0	0	3	1	4	8	1	8
COX5B	COX5B	ENSG00000135940	2	0.87383	0.443	0	0	0	0	0	0	6	1	0	0
ZNF473	ZNF473	ENSG00000142528	19	0.26241	0.443	0	0	0	0	1	3	11	29	9	16
TNFRSF14	TNFRSF14	ENSG00000157873	1	0.80752	0.443	0	0	0	0	0	0	2	10	1	7
FLNB	FLNB	ENSG00000136068	3	6.05E-10	0.443	1	6	0	2	2	10	50	88	27	51
ITGAV	ITGAV	ENSG00000138448	2	0.00022844	0.443	2	1	0	0	0	0	10	29	2	22
RUNDC3A	RUNDC3A	ENSG00000108309	17	0.63623	0.443	1	0	2	1	3	3	0	1	2	2
ATP2B4	ATP2B4	ENSG00000058668	1	0.0015112	0.444	1	1	0	0	11	26	9	25	10	19
RPL10A	RPL10A	ENSG00000198755	6	0.85357	0.444	0	0	0	1	1	11	0	0	2	1
DMRTC2	DMRTC2	ENSG00000142025	19	0.73104	0.444	0	0	0	0	0	0	6	9	5	7
ZNF507	ZNF507	ENSG00000168813	19	0.057483	0.444	0	2	0	0	0	0	21	50	7	5
LIN7B	LIN7B	ENSG00000104863	19	0.85352	0.444	0	0	0	0	6	3	0	2	2	0
RSBN1	RSBN1	ENSG00000081019	1	0.099107	0.444	0	1	2	0	4	6	4	12	5	7
IL1RAP	IL1RAP	ENSG00000196083	3	0.25846	0.444	0	0	1	0	4	3	1	2	2	8
ARRB2	ARRB2	ENSG00000141480	17	0.50658	0.444	0	1	2	7	5	10	3	1	1	2
FSTL4	FSTL4	ENSG00000053108	5	0.017889	0.444	1	2	0	0	0	0	31	41	10	19
OSBPL7	OSBPL7	ENSG00000006025	17	0.0028675	0.444	1	1	0	0	15	15	10	16	6	15
GTF3C4	GTF3C4	ENSG00000125484	9	0.2592	0.444	0	0	1	1	6	15	5	11	6	11
FADS1	FADS1	ENSG00000149485	11	0.37384	0.445	1	0	0	3	2	3	0	0	5	8
BRIX1	BRIX1	ENSG00000113460	5	0.72803	0.445	0	0	0	0	0	0	9	12	2	5
PPIE	PPIE	ENSG00000084072	1	0.72832	0.445	0	1	0	0	6	11	0	3	3	0
RAD17	RAD17	ENSG00000152942	5	0.0569	0.445	0	1	0	0	0	0	11	22	8	11
EMC8	EMC8	ENSG00000131148	16	0.85233	0.445	0	0	0	0	1	1	1	4	3	5
SNTG1	SNTG1	ENSG00000147481	8	0.1634	0.445	0	0	0	0	0	0	14	19	10	4
PSD3	PSD3	ENSG00000156011	8	0.0094778	0.445	0	0	0	0	0	0	32	55	4	20
LSM6	LSM6	ENSG00000164167	4	0.87273	0.445	0	0	1	0	3	1	0	0	0	0
TNC	TNC	ENSG00000041982	9	1.26E-07	0.445	3	2	0	0	0	0	74	103	20	45
UBXN1	UBXN1	ENSG00000162191	11	0.72752	0.445	0	1	0	1	1	5	4	7	5	8
SERPINE2	SERPINE2	ENSG00000135919	2	0.7299	0.445	0	0	0	0	1	1	7	19	4	10
DENND4C	DENND4C	ENSG00000137145	9	3.98E-06	0.445	3	2	0	0	0	0	40	84	17	26
RPS6KA2	RPS6KA2	ENSG00000071242	6	0.0094073	0.445	0	0	0	0	4	12	2	4	12	18
SSBP4	SSBP4	ENSG00000130511	19	0.37022	0.445	0	0	0	0	0	0	2	2	0	2
EIF2AK3	EIF2AK3	ENSG00000172071	2	0.0027603	0.445	2	3	0	0	7	5	11	21	6	17
METTL9	METTL9	ENSG00000197006	16	0.80352	0.445	0	0	0	0	0	1	1	1	0	4
CSRNP3	CSRNP3	ENSG00000178662	2	0.50018	0.445	0	0	2	1	3	1	12	16	8	9
TBX4	TBX4	ENSG00000121075	17	0.5048	0.445	0	0	0	0	8	8	8	15	2	7
CASS4	CASS4	ENSG00000087589	20	0.36682	0.446	2	1	0	0	0	0	28	32	6	8
EHMT2	EHMT2	ENSG00000204371	6	0.00010292	0.446	0	0	1	2	5	5	1	6	5	9
FAM222A	FAM222A	ENSG00000139438	12	0.85124	0.446	0	0	0	0	0	0	1	9	2	8
KATNBL1	KATNBL1	ENSG00000134152	15	0.72545	0.446	0	0	0	0	0	0	2	5	0	1
ASCC2	ASCC2	ENSG00000100325	22	0.031027	0.446	5	2	0	0	3	3	10	16	13	13
NDRG3	NDRG3	ENSG00000101079	20	0.36564	0.446	2	0	0	0	1	3	8	7	4	5
FAM129B	NIBAN2	ENSG00000136830	9	0.016975	0.446	2	4	0	0	1	6	14	13	12	12
ATCAY	ATCAY	ENSG00000167654	19	0.62076	0.446	0	0	0	0	3	3	3	8	3	12
DCBLD2	DCBLD2	ENSG00000057019	3	0.095418	0.446	1	2	0	0	0	0	18	28	1	5
PFKFB3	PFKFB3	ENSG00000170525	10	0.24579	0.447	1	1	0	0	7	11	8	15	8	8
UBR7	UBR7	ENSG00000012963	14	0.49449	0.447	1	1	0	0	3	3	8	5	4	2
ALDH1A2	ALDH1A2	ENSG00000128918	15	0.36331	0.447	0	0	0	0	4	7	11	8	8	10
TCF7L1	TCF7L1	ENSG00000152284	2	0.36022	0.447	0	0	0	0	0	1	8	5	3	9
NFATC1	NFATC1	ENSG00000131196	18	0.15652	0.447	0	0	0	2	1	6	1	8	8	13
BAG3	BAG3	ENSG00000151929	10	0.61738	0.447	0	0	0	0	0	0	11	23	3	3
RASGRP2	RASGRP2	ENSG00000068831	11	0.2436	0.447	1	0	0	0	8	4	13	17	7	12
RP11-599B13.6	AC129492.3	ENSG00000263620	17	0.87139	0.447	0	0	0	0	0	0	0	0	0	0
TYMS	TYMS	ENSG00000176890	18	0.72247	0.447	0	1	0	0	1	0	3	7	3	5
FXYD6-FXYD2	FXYD6-FXYD2	ENSG00000255245	11	0.85025	0.447	0	0	0	0	0	0	0	0	0	0
EGLN2	EGLN2	ENSG00000269858	19	0.72166	0.447	1	0	0	0	3	6	6	7	7	13
TMEM200A	TMEM200A	ENSG00000164484	6	0.85062	0.447	0	0	0	0	0	0	13	19	3	6
FBXO30	FBXO30	ENSG00000118496	6	0.35835	0.448	0	0	0	0	2	0	24	31	4	13
HCN2	HCN2	ENSG00000099822	19	0.48885	0.448	0	0	1	3	0	6	0	1	1	2
BMS1	BMS1	ENSG00000165733	10	0.0001753	0.448	1	3	0	0	1	6	22	50	5	11
YME1L1	YME1L1	ENSG00000136758	10	0.028988	0.448	0	0	1	2	4	8	10	11	6	12
NUP133	NUP133	ENSG00000069248	1	9.26E-05	0.448	1	0	0	0	0	0	18	28	8	20
PTDSS1	PTDSS1	ENSG00000156471	8	0.15093	0.448	0	1	0	0	1	1	3	4	3	9
TSPYL5	TSPYL5	ENSG00000180543	8	0.84935	0.448	1	0	0	2	1	9	6	9	4	16
ALK	ALK	ENSG00000171094	2	3.23E-06	0.448	3	2	0	0	0	0	45	68	29	31
PHLDA1	PHLDA1	ENSG00000139289	12	0.79833	0.448	0	0	0	1	0	0	2	5	1	2
MTHFD1	MTHFD1	ENSG00000100714	14	0.0044614	0.448	2	1	0	0	12	19	10	10	9	15
CPNE6	CPNE6	ENSG00000100884	14	0.15298	0.448	0	1	0	1	6	5	5	11	5	11
CDIP1	CDIP1	ENSG00000089486	16	0.87001	0.449	0	0	0	0	0	0	1	0	0	0
NMT2	NMT2	ENSG00000152465	10	0.23627	0.449	1	0	0	0	3	11	5	9	3	5
ZKSCAN5	ZKSCAN5	ENSG00000196652	7	0.087589	0.449	3	4	0	0	1	3	17	42	2	20
SOGA2	MTCL1	ENSG00000168502	18	8.83E-05	0.449	1	3	0	0	0	0	44	51	10	37
PLCB4	PLCB4	ENSG00000101333	20	3.04E-06	0.449	0	0	0	0	9	11	11	22	8	16
ZNF410	ZNF410	ENSG00000119725	14	0.35337	0.449	0	1	0	0	7	2	5	2	6	4
DESI2	DESI2	ENSG00000121644	1	0.8483	0.449	0	0	0	0	0	2	0	1	1	1
DLST	DLST	ENSG00000119689	14	0.48474	0.449	2	1	0	0	0	0	8	15	0	12
HMGA2	HMGA2	ENSG00000149948	12	0.87015	0.449	0	0	0	1	0	1	0	0	0	0
ARHGAP39	ARHGAP39	ENSG00000147799	8	0.0081913	0.449	0	0	1	0	3	6	3	8	1	5
MAPKAPK5	MAPKAPK5	ENSG00000089022	12	0.35435	0.449	0	0	0	0	3	4	3	9	6	5
NLRC5	NLRC5	ENSG00000140853	16	9.42E-08	0.449	3	2	0	0	1	2	40	76	23	35
